UNINTEGRATED,1CMET2-PWY:_folate_transformations_III_(E._coli),13
UNINTEGRATED,AEROBACTINSYN-PWY:_aerobactin_biosynthesis,1
UNINTEGRATED,ANAEROFRUCAT-PWY:_homolactic_fermentation,1
UNINTEGRATED,ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose),10
UNINTEGRATED,ARGININE-SYN4-PWY:_L-ornithine_biosynthesis_II,13
UNINTEGRATED,ARGSYN-PWY:_L-arginine_biosynthesis_I_(via_L-ornithine),7
UNINTEGRATED,ARGSYNBSUB-PWY:_L-arginine_biosynthesis_II_(acetyl_cycle),12
UNINTEGRATED,ARO-PWY:_chorismate_biosynthesis_I,25
UNINTEGRATED,ASPASN-PWY:_superpathway_of_L-aspartate_and_L-asparagine_biosynthesis,14
UNINTEGRATED,AST-PWY:_L-arginine_degradation_II_(AST_pathway),1
UNINTEGRATED,BIOTIN-BIOSYNTHESIS-PWY:_biotin_biosynthesis_I,1
UNINTEGRATED,BRANCHED-CHAIN-AA-SYN-PWY:_superpathway_of_branched_chain_amino_acid_biosynthesis,26
UNINTEGRATED,CALVIN-PWY:_Calvin-Benson-Bassham_cycle,10
UNINTEGRATED,CITRULBIO-PWY:_L-citrulline_biosynthesis,2
UNINTEGRATED,COA-PWY-1:_superpathway_of_coenzyme_A_biosynthesis_III_(mammals),23
UNINTEGRATED,COA-PWY:_coenzyme_A_biosynthesis_I_(prokaryotic),32
UNINTEGRATED,COBALSYN-PWY:_superpathway_of_adenosylcobalamin_salvage_from_cobinamide_I,7
UNINTEGRATED,COMPLETE-ARO-PWY:_superpathway_of_aromatic_amino_acid_biosynthesis,11
UNINTEGRATED,DAPLYSINESYN-PWY:_L-lysine_biosynthesis_I,2
UNINTEGRATED,DTDPRHAMSYN-PWY:_dTDP-&beta;-L-rhamnose_biosynthesis,34
UNINTEGRATED,ECASYN-PWY:_enterobacterial_common_antigen_biosynthesis,1
UNINTEGRATED,FAO-PWY:_fatty_acid_&beta;-oxidation_I_(generic),3
UNINTEGRATED,FASYN-ELONG-PWY:_fatty_acid_elongation_--_saturated,4
UNINTEGRATED,FERMENTATION-PWY:_mixed_acid_fermentation,1
UNINTEGRATED,FUCCAT-PWY:_fucose_degradation,1
UNINTEGRATED,GALACT-GLUCUROCAT-PWY:_superpathway_of_hexuronide_and_hexuronate_degradation,1
UNINTEGRATED,GALACTARDEG-PWY:_D-galactarate_degradation_I,1
UNINTEGRATED,GALACTITOLCAT-PWY:_galactitol_degradation,1
UNINTEGRATED,GALACTUROCAT-PWY:_D-galacturonate_degradation_I,2
UNINTEGRATED,GLCMANNANAUT-PWY:_superpathway_of_N-acetylglucosamine,_N-acetylmannosamine_and_N-acetylneuraminate_degradation,2
UNINTEGRATED,GLUCARGALACTSUPER-PWY:_superpathway_of_D-glucarate_and_D-galactarate_degradation,1
UNINTEGRATED,GLUCONEO-PWY:_gluconeogenesis_I,5
UNINTEGRATED,GLUCOSE1PMETAB-PWY:_glucose_and_glucose-1-phosphate_degradation,2
UNINTEGRATED,GLUCUROCAT-PWY:_superpathway_of_&beta;-D-glucuronosides_degradation,3
