UNINTEGRATED	 VALSYN-PWY:_L-valine_biosynthesis 
UNINTEGRATED	 DTDPRHAMSYN-PWY:_dTDP-&beta;-L-rhamnose_biosynthesis 
UNINTEGRATED	 PWY-3841:_folate_transformations_II_(plants) 
UNINTEGRATED	 PWY-6609:_adenine_and_adenosine_salvage_III 
