HISDEG-PWY	PWY-7953	561
ILEUSYN-PWY	PWY-6126	537
ARGSYNBSUB-PWY	PANTO-PWY	527
FASYN-ELONG-PWY	PWY-2942	427
NONMEVIPP-PWY	PWY-7199	562
PWY-7221	THISYNARA-PWY	534
COBALSYN-PWY	PWY-8178	345
PWY-6121	PWY-8178	561
PWY-6124	PWY-7977	580
COA-PWY	PWY-6277	585
METH-ACETATE-PWY	PWY-6123	130
PWY-5695	PWY-724	541
PANTO-PWY	PWY-5100	487
PEPTIDOGLYCANSYN-PWY	PWY-5695	580
ARGSYNBSUB-PWY	RHAMCAT-PWY	382
PWY-5188	PWY-5695	461
PWY-5097	PWY-6163	578
PWY-7560	PWY-7953	521
PWY-5030	PWY-6609	521
PWY-5695	PWY-6121	578
BRANCHED-CHAIN-AA-SYN-PWY	VALSYN-PWY	580
PWY-5384	PWY-7237	513
PWY-3841	PWY-6902	524
FASYN-ELONG-PWY	PANTO-PWY	416
BIOTIN-BIOSYNTHESIS-PWY	PWY-7229	297
BRANCHED-CHAIN-AA-SYN-PWY	RIBOSYN2-PWY	550
PWY-6385	UDPNAGSYN-PWY	494
PWY-7237	SER-GLYSYN-PWY	556
COA-PWY	PWY-7663	565
PWY-5097	PWY-6122	579
PWY-6609	PWY-7791	584
GLUTORN-PWY	PWY-6317	542
PWY-5097	PWY-7560	510
ILEUSYN-PWY	PEPTIDOGLYCANSYN-PWY	569
PWY-5695	RHAMCAT-PWY	566
HSERMETANA-PWY	PYRIDNUCSYN-PWY	476
PWY-5695	PWY-6126	564
PWY-6731	PWY-7953	358
FASYN-ELONG-PWY	RHAMCAT-PWY	360
UNINTEGRATED	PWY-7220	576
COA-PWY-1	PWY-7222	563
HISDEG-PWY	PYRIDNUCSYN-PWY	552
PWY-6123	THRESYN-PWY	572
FASYN-ELONG-PWY	PWY-6126	364
PWY-6124	TRNA-CHARGING-PWY	572
PWY-1042	PWY-6608	504
PWY-5030	PWY-5659	447
DTDPRHAMSYN-PWY	PWY-6123	581
ASPASN-PWY	SER-GLYSYN-PWY	574
DTDPRHAMSYN-PWY	ILEUSYN-PWY	573
PWY-3841	PWY-7199	570
ARGSYNBSUB-PWY	PEPTIDOGLYCANSYN-PWY	549
COMPLETE-ARO-PWY	PWY-3841	541
COA-PWY-1	PWY-7953	575
PWY-7238	PWY-724	531
GLYCOGENSYNTH-PWY	PWY-7357	558
PWY-5941	PWY-7851	550
ARO-PWY	PWY-7220	566
PWY-6123	PWY-7199	568
COA-PWY-1	PWY-6630	147
PWY-6147	PWY-6385	570
PWY-1042	PWY0-1296	547
ASPASN-PWY	PWY-7111	402
PWY-5973	PWY-7851	549
PWY-6125	PWY-7228	567
PWY-7208	RIBOSYN2-PWY	302
BRANCHED-CHAIN-AA-SYN-PWY	PWY-7229	536
FASYN-ELONG-PWY	PEPTIDOGLYCANSYN-PWY	428
ARGSYN-PWY	PWY-6703	389
PWY-5130	PWY-6124	366
HISTSYN-PWY	PWY-7238	560
PWY-7238	RHAMCAT-PWY	532
PWY-6125	PWY-6700	566
PWY-6122	PWY0-1319	580
CALVIN-PWY	PWY-6703	405
PWY-6163	PWY-7221	582
PWY-6270	PWY-7791	514
PWY-5100	PWY-8178	511
PWY-6731	PWY-7560	265
PWY-6122	PWY-6282	440
PWY-6122	PWY-7234	451
PWY-6703	PWY-7357	534
COA-PWY-1	PWY-6270	506
PWY-6387	PWY-7111	558
HSERMETANA-PWY	VALSYN-PWY	554
PWY-2942	PWY-7357	538
GALACTUROCAT-PWY	PWY-6123	411
ARO-PWY	PWY0-1297	215
NONMEVIPP-PWY	PWY-7228	559
PWY-6121	PWY-I9	305
HSERMETANA-PWY	RIBOSYN2-PWY	485
PWY-6519	PWY-7851	346
PWY-5030	PWY-7953	515
PEPTIDOGLYCANSYN-PWY	PWY-6147	570
PWY-6122	PWY-6151	585
PWY-6936	PWY-7791	462
PWY-5121	PWY-6902	406
PWY-5667	PWY-724	543
1CMET2-PWY	PWY-7663	541
GLUTORN-PWY	PWY66-429	482
PWY-7199	PYRIDOXSYN-PWY	524
1CMET2-PWY	PWY-5030	492
COA-PWY-1	PWY-7560	508
COMPLETE-ARO-PWY	PWY-7851	546
PWY-6124	PWY-6277	584
NONMEVIPP-PWY	PWY-6700	580
HISDEG-PWY	PWY-5989	365
NONOXIPENT-PWY	PWY-2942	551
ARGSYNBSUB-PWY	PWY-8178	537
PWY-1042	PWY-6317	524
PWY-6823	PWY66-429	400
GLYCOGENSYNTH-PWY	PWY-7237	570
COA-PWY	PWY-7197	410
RHAMCAT-PWY	SER-GLYSYN-PWY	569
METH-ACETATE-PWY	PWY-7221	164
PWY-6700	PWY-7851	581
PWY-5989	PWY-6124	420
NONOXIPENT-PWY	PWY-724	439
PWY-6387	PWY-7208	489
PWY-5659	PWY-7977	526
PWY-6386	PWY-7220	571
METH-ACETATE-PWY	PWY-2942	140
PEPTIDOGLYCANSYN-PWY	PYRIDOXSYN-PWY	530
PWY-5667	RHAMCAT-PWY	565
NONOXIPENT-PWY	PANTO-PWY	564
PWY-6122	PWY0-862	444
PWY-6124	PWY-7663	572
NONOXIPENT-PWY	PWY-6121	563
PWY-5667	PWY-6126	562
PWY0-1319	THISYNARA-PWY	533
ARGININE-SYN4-PWY	PWY-5030	511
PWY-6282	PWY-7977	428
PWY-6163	VALSYN-PWY	584
PWY-5100	PWY-5941	496
PWY-7221	PWY-7953	579
PWY-5121	PWY-7199	495
HISTSYN-PWY	PWY-6902	517
ILEUSYN-PWY	PWY-5941	551
PWY-7357	PWY-7790	564
PWY-6151	PWY-7237	552
PWY-6121	PWY-7791	583
GLUTORN-PWY	HISTSYN-PWY	528
PANTOSYN-PWY	PWY-7220	559
COA-PWY	PWY-5188	504
METH-ACETATE-PWY	PWY-6121	155
PWY-5030	PYRIDNUCSYN-PWY	511
PWY-3841	PWY-7228	572
UNINTEGRATED	P41-PWY	527
PEPTIDOGLYCANSYN-PWY	PWY-7111	554
PWY-6527	TRNA-CHARGING-PWY	413
DTDPRHAMSYN-PWY	PWY-5676	101
PANTO-PWY	PWY-6385	580
HISDEG-PWY	PWY-7229	553
PWY-5188	PWY-7111	421
PWY-5973	PWY-8178	488
PWY-3841	PWY-6700	590
PWY-5103	PWY-7220	551
PWY-5686	PWY-7790	585
ARGSYNBSUB-PWY	PWY-5941	547
PWY-5659	TRNA-CHARGING-PWY	527
DTDPRHAMSYN-PWY	PWY-7221	583
BIOTIN-BIOSYNTHESIS-PWY	PWY-5695	300
ANAGLYCOLYSIS-PWY	P41-PWY	486
PWY-6123	PWY-7228	571
SER-GLYSYN-PWY	THRESYN-PWY	575
P41-PWY	PWY-2942	298
BRANCHED-CHAIN-AA-SYN-PWY	PWY0-1319	572
PWY-5686	PWY-6519	348
HISTSYN-PWY	PWY-7199	568
PWY-6277	PWY-7977	580
P41-PWY	PWY-724	332
BRANCHED-CHAIN-AA-SYN-PWY	CALVIN-PWY	532
PWY-6507	PWY-7111	445
PWY-7357	PWY0-1241	119
ASPASN-PWY	PWY-6823	224
PWY-7221	PYRIDNUCSYN-PWY	570
ARO-PWY	P41-PWY	504
GLUTORN-PWY	THISYNARA-PWY	459
DTDPRHAMSYN-PWY	PWY-6121	581
P41-PWY	PANTO-PWY	481
PWY-7238	PWY-8178	550
P41-PWY	PWY-6121	514
PWY-5100	PWY-I9	295
NONOXIPENT-PWY	PEPTIDOGLYCANSYN-PWY	565
COA-PWY	PWY-5103	574
PWY-6126	PWY-6519	348
PWY-6823	THISYNARA-PWY	452
PWY0-1297	THISYNARA-PWY	107
PWY-1042	PWY66-429	580
PWY-5103	PWY0-1297	196
COMPLETE-ARO-PWY	PWY-8178	545
PWY-5686	PWY0-1241	337
METH-ACETATE-PWY	PEPTIDOGLYCANSYN-PWY	156
COBALSYN-PWY	PWY-5188	222
HISDEG-PWY	UDPNAGSYN-PWY	209
PWY-6387	PWY-6823	535
PWY-5941	PWY-6277	561
PWY-5695	PWY-7234	429
PWY-6700	PWY-8178	564
PWY-6277	TRNA-CHARGING-PWY	579
DTDPRHAMSYN-PWY	VALSYN-PWY	589
ARGSYNBSUB-PWY	PWY-I9	300
GALACTUROCAT-PWY	PWY-7221	454
COA-PWY	PWY-5097	579
PWY-6123	PWY-6703	576
PWY-7977	PYRIDNUCSYN-PWY	563
PWY-5097	THRESYN-PWY	568
PWY-5695	PWY-6151	578
PWY-6122	PWY0-1586	572
PWY-5030	PWY-5989	281
PWY-6126	PWY-6700	571
PWY-7560	UDPNAGSYN-PWY	249
COA-PWY	PWY-6936	475
PWY-7953	THRESYN-PWY	566
PWY-5100	PWY-7791	512
PWY-5686	PWY-6386	579
GLUTORN-PWY	PWY-6609	561
ILEUSYN-PWY	PWY-7791	576
PWY-5659	PWY-6277	545
PEPTIDOGLYCANSYN-PWY	PWY-5667	579
PWY-1042	PWY-5130	330
PWY-5667	PWY-8178	558
ILEUSYN-PWY	PWY-1269	538
PWY-5188	PWY-5667	414
ARGSYN-PWY	PWY-6527	498
ARGSYN-PWY	NONOXIPENT-PWY	532
PWY-5121	PWY-7228	506
PWY-6385	PYRIDOXSYN-PWY	529
P41-PWY	PEPTIDOGLYCANSYN-PWY	490
COMPLETE-ARO-PWY	PWY-5941	498
PWY-5695	PWY0-862	441
CALVIN-PWY	PWY-6527	466
CALVIN-PWY	NONOXIPENT-PWY	556
CALVIN-PWY	PWY-6387	543
COBALSYN-PWY	PWY-5103	494
PWY-5121	PWY-6700	510
PWY-6126	PWY-6386	569
COA-PWY	PWY-5973	558
ARGSYNBSUB-PWY	PWY-7791	559
PWY-7791	PWY0-1297	205
PWY-5659	PWY-7663	480
COA-PWY	PWY-6731	359
PWY-7111	PWY-7357	528
GLUTORN-PWY	PWY-5659	473
COA-PWY	PWY-7222	572
PWY-7222	PWY-7790	567
COA-PWY-1	UDPNAGSYN-PWY	465
GALACTUROCAT-PWY	VALSYN-PWY	442
PEPTIDOGLYCANSYN-PWY	PWY-6823	525
ARGSYN-PWY	PWY-6608	437
PWY-5030	PWY-7229	500
PWY-5188	PWY-6823	409
PWY-1042	THISYNARA-PWY	471
PWY-8178	VALSYN-PWY	572
GALACTUROCAT-PWY	RIBOSYN2-PWY	406
1CMET2-PWY	PWY-5103	539
COBALSYN-PWY	PWY-5097	523
HISTSYN-PWY	PWY-7228	567
PWY-5695	PWY-7791	582
PWY-6897	PWY-7111	440
UNINTEGRATED	PWY-7790	586
PWY-6122	PWY-6125	563
PWY-8178	RIBOSYN2-PWY	538
FASYN-ELONG-PWY	PWY-7791	410
PWY-5667	PWY-5941	560
HISTSYN-PWY	PWY-6700	579
PWY-6703	PWY-724	520
ANAGLYCOLYSIS-PWY	PWY-7790	562
PWY-7197	PWY-7222	373
PWY-7238	PWY-I9	311
PWY-6122	PWY-7664	440
UNINTEGRATED	PWY-6519	361
PWY-2942	PWY-724	534
UNINTEGRATED	PWY-5686	586
PWY-6527	PWY66-429	381
PWY-6507	PWY-6823	433
COA-PWY	GLUTORN-PWY	561
PANTO-PWY	PWY-6123	578
PWY-6163	PWY0-1319	581
PWY-5659	PWY66-429	514
COMPLETE-ARO-PWY	PWY-I9	274
ANAGLYCOLYSIS-PWY	PWY-5686	563
1CMET2-PWY	PWY-5097	563
ARGININE-SYN4-PWY	PWY-5103	546
DTDPRHAMSYN-PWY	PWY-6507	480
HISDEG-PWY	PWY-5695	563
PWY-6163	PWY-6282	434
GLUTORN-PWY	METH-ACETATE-PWY	162
PWY-7221	PWY-7229	572
PWY-6277	PWY-7663	567
PWY-6282	PWY66-429	378
PWY-6703	RHAMCAT-PWY	559
PWY-2942	RHAMCAT-PWY	564
PWY-6124	PWY-7242	474
COBALSYN-PWY	PWY-6731	162
PWY-6151	PWY-7851	577
PWY0-1319	PYRIDNUCSYN-PWY	566
UNINTEGRATED	PWY0-1241	382
ARO-PWY	PWY-6519	353
PWY-7111	PWY-7237	556
TRNA-CHARGING-PWY	VALSYN-PWY	581
ARO-PWY	PWY-5686	578
PWY-1042	PWY-6609	579
COA-PWY	PWY-6163	582
GLUTORN-PWY	PWY-7953	543
PWY-6609	PWY-7220	572
ARGININE-SYN4-PWY	PWY-5097	564
PWY-7238	PWY-7791	572
PWY-6823	PWY-7953	500
COBALSYN-PWY	PWY-6124	509
METH-ACETATE-PWY	PWY0-1319	156
COA-PWY	PWY-6122	585
PWY-5384	PWY-6277	540
COA-PWY	PWY-7560	520
PEPTIDOGLYCANSYN-PWY	PWY-5100	499
1CMET2-PWY	PWY-5973	530
PWY-5695	PWY0-1586	569
GLUTORN-PWY	PWY-6630	202
NONOXIPENT-PWY	PWY-6151	550
PWY-1269	PWY-6123	535
PWY-6163	PWY0-862	438
BRANCHED-CHAIN-AA-SYN-PWY	SER-GLYSYN-PWY	569
ARGSYN-PWY	PWY-6317	538
ARO-PWY	PWY0-1241	331
UNINTEGRATED	PWY-6386	584
NONMEVIPP-PWY	PWY-6608	484
PWY-1042	PWY-5659	539
ARO-PWY	PWY-6700	581
COBALSYN-PWY	GLUTORN-PWY	467
PWY-7221	UDPNAGSYN-PWY	506
METH-ACETATE-PWY	PWY-6151	154
PWY-7663	PWY-7953	559
GALACTUROCAT-PWY	PWY-6507	444
ANAGLYCOLYSIS-PWY	PWY-6386	554
1CMET2-PWY	PWY-6124	563
PWY-7197	PWY-7560	181
PWY-6609	PWY0-1297	227
PWY-3841	PWY-6527	471
ARGININE-SYN4-PWY	PWY-5973	554
PWY-6147	RHAMCAT-PWY	543
GLUTORN-PWY	PWY-6270	319
COA-PWY-1	PWY-5695	575
PWY-7357	PWY-7851	556
PWY-6386	PWY-7790	578
PWY-6317	PWY-7111	533
PWY-6124	PWY-7222	571
ARGSYNBSUB-PWY	COA-PWY	563
PWY-5989	PWY-6902	304
DTDPRHAMSYN-PWY	PWY0-1319	578
PWY-6630	PWY-724	108
ARO-PWY	PWY-6386	577
NONMEVIPP-PWY	PWY0-1296	524
PWY-5667	PWY-7791	580
PWY-6386	PWY-6519	341
PWY-6123	PWY-6527	390
DTDPRHAMSYN-PWY	PWY-6282	427
GLYCOGENSYNTH-PWY	PWY-8178	560
DTDPRHAMSYN-PWY	PWY-7234	433
PWY-6385	PWY-6823	494
ARGININE-SYN4-PWY	PWY-6124	570
PWY-7664	RHAMCAT-PWY	360
PWY-5686	PWY-7851	578
PANTOSYN-PWY	PWY-7790	576
COA-PWY	HSERMETANA-PWY	538
DTDPRHAMSYN-PWY	PWY-6151	583
PWY-5695	PWY-6125	560
BIOTIN-BIOSYNTHESIS-PWY	PWY-5667	301
NONOXIPENT-PWY	PWY-7791	565
PWY-3841	PWY-6608	501
PANTOSYN-PWY	PWY-6519	342
PWY-7663	PYRIDNUCSYN-PWY	552
PANTOSYN-PWY	PWY-5686	577
PWY-5097	PWY-6703	579
COA-PWY-1	COBALSYN-PWY	523
HISDEG-PWY	PWY-6147	548
1CMET2-PWY	PWY-6163	565
COMPLETE-ARO-PWY	PWY-5188	367
PWY-6151	PWY-8178	545
PWY-6277	PWY-7197	413
PWY-5097	PYRIDOXSYN-PWY	530
PWY-5989	PWY-7199	371
PWY-7220	PWY-7238	429
PWY-6609	PWY-7238	578
PANTO-PWY	PWY-5676	100
PWY-1042	PWY-7953	576
PWY-6123	PWY-6608	507
COA-PWY-1	HISDEG-PWY	555
PWY-5941	PWY-7242	451
PANTO-PWY	PWY-7221	579
PWY-I9	PYRIDNUCSYN-PWY	233
PWY-5103	PWY-5686	575
PWY-5030	PWY-5695	515
PWY-2942	PWY-8178	550
DTDPRHAMSYN-PWY	PWY0-862	428
NONMEVIPP-PWY	PWY-6317	495
PWY-3841	PWY0-1296	518
PWY-1042	PWY-6630	134
PWY-5686	PWY-7977	581
HSERMETANA-PWY	SER-GLYSYN-PWY	532
PWY-6124	PWY-6163	580
PANTOSYN-PWY	PWY0-1241	276
