PWY-7220	PWY-I9
COA-PWY	PWY-5971
PWY-5850	PWY-6859
PWY-7187	SO4ASSIM-PWY
P441-PWY	PYRIDNUCSYN-PWY
PWY-5862	PWY-7237
COBALSYN-PWY	PENTOSE-P-PWY
PWY-5675	PWY-6123
METHGLYUT-PWY	PWY-7851
BRANCHED-CHAIN-AA-SYN-PWY	PWY-6612
HEMESYN2-PWY	PWY-1042
PWY-5484	PWY-7873
PWY-561	PWY-621
PWY-7242	PWY-7761
COA-PWY	KETOGLUCONMET-PWY
ORNDEG-PWY	PWY-5097
POLYAMSYN-PWY	PWY-7199
PWY-5347	PWY-6608
GLUCARGALACTSUPER-PWY	PWY-5675
GLYOXYLATE-BYPASS	PWY-7094
GLYCOL-GLYOXDEG-PWY	P105-PWY
COMPLETE-ARO-PWY	FOLSYN-PWY
PWY-5838	PWY-7851
PWY-6612	PWY-7229
PWY-621	PWY1ZNC-1
GLYCOLYSIS-E-D	PWY-7663
AST-PWY	PWY-6703
PWY-6609	PWY-6901
PWY-5097	PWY-6749
PWY-7851	PWY-7873
PWY-6168	TCA-GLYOX-BYPASS
GALACTARDEG-PWY	PWY-7345
PWY-7187	PWY-7237
CARNMET-PWY	PWY-7222
PPGPPMET-PWY	PWY-6749
PWY-561	PWY-5695
PWY-5913	PWY-841
PWY-5138	PWY-5723
KETOGLUCONMET-PWY	PWY-6168
LIPASYN-PWY	PWY-7851
GLUCARGALACTSUPER-PWY	PWY-5941
GALACTITOLCAT-PWY	PWY-6527
BRANCHED-CHAIN-AA-SYN-PWY	GALACTUROCAT-PWY
ILEUSYN-PWY	PWY-5860
UNINTEGRATED	PWY-7094
P41-PWY	PWY-7400
1CMET2-PWY	PWY-7117
PWY-5667	PWY-5920
PWY-5941	PWY-7874
PWY-6628	PWY-7229
PWY-7221	PWY-841
PWY-5860	PWY-7851
PWY-5918	PWY-6749
GLCMANNANAUT-PWY	PWY-6803
P105-PWY	PWY0-1337
HEME-BIOSYNTHESIS-II	PWY-6859
ECASYN-PWY	PWY-7282
PWY-6387	PWY-7345
COBALSYN-PWY	PWY-5675
HISTSYN-PWY	PWY0-1297
ARGININE-SYN4-PWY	HEMESYN2-PWY
PWY-7115	PWY-7204
FAO-PWY	PWY-7228
ARGSYNBSUB-PWY	PWY-5860
GALACTITOLCAT-PWY	PWY-5898
PWY-5898	PWY66-429
PWY-6305	PWY-841
OANTIGEN-PWY	PENTOSE-P-PWY
FAO-PWY	SALVADEHYPOX-PWY
GALACTUROCAT-PWY	PWY-841
PWY-7118	PWY0-1261
PWY-5121	PWY-7238
PWY-7039	PWY-7094
PWY-5837	PWY-6507
GALACTARDEG-PWY	PYRIDOXSYN-PWY
GLUTORN-PWY	PWY-7115
PWY-5981	SO4ASSIM-PWY
PWY-5971	PWY0-41
GLYOXYLATE-BYPASS	PWY0-1297
PWY-1269	PWY-5913
COBALSYN-PWY	PWY-5189
PWY-702	PWY-7851
FUC-RHAMCAT-PWY	PWY-7220
GALACT-GLUCUROCAT-PWY	PWY-7039
PHOSLIPSYN-PWY	PWY-6284
DARABCATK12-PWY	PWY0-162
KDO-NAGLIPASYN-PWY	PWY-6123
ORNDEG-PWY	PWY-6124
PWY-6703	PWY0-781
FUCCAT-PWY	PPGPPMET-PWY
PWY-6270	PWY0-862
HEME-BIOSYNTHESIS-II-1	SO4ASSIM-PWY
PWY-7115	PYRIDNUCSYN-PWY
PWY-8004	PWY0-1061
PWY-2942	PWY0-781
P105-PWY	PHOSLIPSYN-PWY
P4-PWY	PWY0-1479
HEXITOLDEGSUPER-PWY	PWY-3841
PWY-5920	PWY0-1479
PWY-7323	PWY66-409
ECASYN-PWY	PWY0-1061
GALACTITOLCAT-PWY	PWY-5913
PWY-8004	PWY0-301
PWY-5675	PWY-6628
PWY0-1296	PWY0-1298
PWY-5850	PWY-7117
NONMEVIPP-PWY	PWY0-1477
PWY-6612	PWY-6803
COA-PWY-1	PWY-7204
GALACTARDEG-PWY	PWY-5705
PWY-6125	SALVADEHYPOX-PWY
ECASYN-PWY	PWY0-301
PWY-6936	PWY0-862
NONMEVIPP-PWY	PWY-5899
PWY-5899	PWY-6385
PWY-5675	PWY4FS-8
HEMESYN2-PWY	PWY-7663
HEME-BIOSYNTHESIS-II-1	PWY-5861
ARG+POLYAMINE-SYN	FUC-RHAMCAT-PWY
PWY-5898	PWY-7323
HEME-BIOSYNTHESIS-II-1	PWY-7237
BIOTIN-BIOSYNTHESIS-PWY	COMPLETE-ARO-PWY
GALACTARDEG-PWY	PWY-6305
HEXITOLDEGSUPER-PWY	PWY-7874
OANTIGEN-PWY	PWY-5675
DARABCATK12-PWY	PWY0-1296
PWY-5973	PWY0-1298
PWY-8187	PWY0-1337
BIOTIN-BIOSYNTHESIS-PWY	PWY-6803
PEPTIDOGLYCANSYN-PWY	PWY-7345
GLUCARGALACTSUPER-PWY	PWY-6901
PWY-6628	PWY-6803
LIPASYN-PWY	PENTOSE-P-PWY
PWY-6901	PWY0-1296
PWY-5705	PWY-6936
POLYAMSYN-PWY	PWY-7228
DARABCATK12-PWY	PWY-6961
PWY-7039	PWY0-1297
GALACTUROCAT-PWY	ILEUSYN-PWY
OANTIGEN-PWY	PWY-5941
GALACTUROCAT-PWY	GLUCARGALACTSUPER-PWY
ARGSYNBSUB-PWY	PENTOSE-P-PWY
CITRULBIO-PWY	PWY-561
FERMENTATION-PWY	PWY0-845
HOMOSER-METSYN-PWY	NAD-BIOSYNTHESIS-II
POLYAMSYN-PWY	SALVADEHYPOX-PWY
ARGSYN-PWY	PWY-5705
GALACTARDEG-PWY	PWY-6897
PWY-5837	PWY-7883
PWY-6901	PWY-6961
NONOXIPENT-PWY	POLYAMSYN-PWY
P4-PWY	PWY-4041
GLUCARGALACTSUPER-PWY	PWY-7791
FUC-RHAMCAT-PWY	FUCCAT-PWY
PWY-5188	PWY-5838
HEME-BIOSYNTHESIS-II	PWY-7117
PWY-561	PWY-5838
PWY-841	PWY0-1479
PWY-6151	SO4ASSIM-PWY
NAD-BIOSYNTHESIS-II	PWY66-429
ORNDEG-PWY	PWY-6122
PWY-6519	PWY0-1298
DTDPRHAMSYN-PWY	PWY-6628
NAGLIPASYN-PWY	PWY-7761
HEXITOLDEGSUPER-PWY	PWY-7851
PWY-5705	PWY-5973
PWY-7220	PWY0-41
COBALSYN-PWY	PWY-6901
ILEUSYN-PWY	PWY-5675
FERMENTATION-PWY	PWY0-1477
PWY-6121	PWY-6901
FERMENTATION-PWY	PWY-5899
NAD-BIOSYNTHESIS-II	SULFATE-CYS-PWY
COA-PWY-1	PWY-5367
PANTOSYN-PWY	PWY-7094
COLANSYN-PWY	NAD-BIOSYNTHESIS-II
PWY0-42	PWY1ZNC-1
HEME-BIOSYNTHESIS-II-1	PWY-5920
METHGLYUT-PWY	PWY-5189
KDO-NAGLIPASYN-PWY	PWY-6628
PHOSLIPSYN-PWY	PWY-3001
FUC-RHAMCAT-PWY	METHGLYUT-PWY
PWY-5154	PWY0-1298
GLUCOSE1PMETAB-PWY	HISTSYN-PWY
PWY0-1479	PWY66-429
FASYN-ELONG-PWY	PWY-8178
P441-PWY	PWY-6507
PWY-5855	PWY-6606
DAPLYSINESYN-PWY	NAGLIPASYN-PWY
P4-PWY	PWY-6612
PWY-5484	PWY-7858
PWY-5659	PWY0-162
PWY-5920	PWY-6612
KDO-NAGLIPASYN-PWY	PWY4FS-8
PWY-5840	PWY0-42
PWY-5971	PWY-6124
ARGSYNBSUB-PWY	PWY-5675
ARO-PWY	METHGLYUT-PWY
PWY-5103	PWY-7094
CITRULBIO-PWY	PWY0-1298
PWY0-1479	SULFATE-CYS-PWY
ARG+POLYAMINE-SYN	HEXITOLDEGSUPER-PWY
POLYAMSYN-PWY	PWY-6703
HISTSYN-PWY	PWY-6969
PWY-6282	PWY0-162
PHOSLIPSYN-PWY	PWY-7208
LIPASYN-PWY	PWY-5189
PWY-7851	PWY-7858
GLYOXYLATE-BYPASS	PWY-6902
POLYISOPRENSYN-PWY	PWY-5896
ANAEROFRUCAT-PWY	CARNMET-PWY
PWY-5659	PWY-5981
PWY-5920	VALSYN-PWY
NAD-BIOSYNTHESIS-II	PWY-7323
ARGSYNBSUB-PWY	FUC-RHAMCAT-PWY
KETOGLUCONMET-PWY	PWY-6121
PWY-5896	PWY-7761
GLYCOGENSYNTH-PWY	TCA-GLYOX-BYPASS
PWY-5667	PWY-5860
PWY-561	PWY-7111
FERMENTATION-PWY	PWY-6700
ECASYN-PWY	UDPNAGSYN-PWY
COMPLETE-ARO-PWY	GLUCUROCAT-PWY
AST-PWY	PWY66-409
PWY-5862	PWY-7851
PWY-5898	PWY-6609
PWY-3001	PWY-5103
GLYOXYLATE-BYPASS	PWY-6969
GALACT-GLUCUROCAT-PWY	PWY-5686
P41-PWY	PWY0-1415
PWY-6123	SALVADEHYPOX-PWY
DARABCATK12-PWY	PWY0-1261
PWY-5484	PWY-7184
GLYCOLYSIS	PWY-5840
AST-PWY	PWY-5855
NAGLIPASYN-PWY	PWY-5840
OANTIGEN-PWY	PWY-6901
PWY-5898	PWY-6895
PWY-8178	PWY0-1479
ARG+POLYAMINE-SYN	PWY-7791
BRANCHED-CHAIN-AA-SYN-PWY	PWY-6282
PWY-6282	PWY0-1296
KETOGLUCONMET-PWY	PWY-6126
GALACTUROCAT-PWY	PWY-1861
PWY-5861	PWY-7117
PWY-7187	PWY-7851
ARG+POLYAMINE-SYN	FAO-PWY
GLCMANNANAUT-PWY	PWY-7345
PWY-5705	PWY-6749
FERMENTATION-PWY	PWY-6386
PWY0-1586	PWY0-845
ORNDEG-PWY	PWY-7873
COA-PWY	GLUCOSE1PMETAB-PWY
PWY-6282	PWY-6961
PWY-5347	PWY-7323
P441-PWY	PWY-7883
PWY-6147	PWY-6168
PHOSLIPSYN-PWY	PWY-5667
DENOVOPURINE2-PWY	PWY-6151
PWY-3001	PWY-6936
CITRULBIO-PWY	HEMESYN2-PWY
PWY-1042	SULFATE-CYS-PWY
GLUCARDEG-PWY	PWY-7282
PWY-5981	PWY-724
PWY-5899	PWY-6168
PWY-5189	PWY66-429
PWY-841	VALSYN-PWY
P41-PWY	PWY0-166
PWY-5837	PWY0-42
ILEUSYN-PWY	PWY-6901
COMPLETE-ARO-PWY	METSYN-PWY
GLYCOLYSIS-E-D	TCA
PWY-6630	PWY-7400
GLUTORN-PWY	PWY0-461
P4-PWY	PWY-7229
PWY-7873	PWY0-1061
PWY-5920	PWY-7229
PENTOSE-P-PWY	PWY-7115
PWY-5189	SULFATE-CYS-PWY
GLCMANNANAUT-PWY	PYRIDOXSYN-PWY
PWY-5896	PWY-7199
GALACTARDEG-PWY	PANTOSYN-PWY
GLUCUROCAT-PWY	PWY-8178
PWY-6168	PWY-8178
PWY-7400	PWY-8073
PWY-7197	PWY-7242
PWY-3001	PWY-5973
PWY-5981	RHAMCAT-PWY
PWY-7851	PWY0-1477
PWY-6612	PWY-7345
PWY-5136	PWY-6608
FASYN-ELONG-PWY	GLYOXYLATE-BYPASS
PPGPPMET-PWY	PWY-8004
ARGSYNBSUB-PWY	PWY-6901
PWY-1042	PWY-7323
FASYN-ELONG-PWY	PWY-I9
NAD-BIOSYNTHESIS-II	PWY-6609
CALVIN-PWY	PWY66-409
GLUCARDEG-PWY	PWY0-1061
PWY-5121	SALVADEHYPOX-PWY
GLUCUROCAT-PWY	METSYN-PWY
BIOTIN-BIOSYNTHESIS-PWY	PWY-6284
ECASYN-PWY	PWY-621
PWY-5913	PWY-5989
1CMET2-PWY	GLYCOL-GLYOXDEG-PWY
PWY-4041	PWY0-845
NAD-BIOSYNTHESIS-II	OANTIGEN-PWY
PWY-5918	PWY-8004
PWY-5971	PWY-7220
GLUCARDEG-PWY	PWY0-301
CALVIN-PWY	PWY-5855
NAD-BIOSYNTHESIS-II	PWY-6895
PWY-7858	PWY0-1338
PWY-5659	PWY0-1261
ARGININE-SYN4-PWY	PWY-5188
GALACTARDEG-PWY	PWY-5913
KDO-NAGLIPASYN-PWY	PEPTIDOGLYCANSYN-PWY
PWY-5138	THRESYN-PWY
HEME-BIOSYNTHESIS-II-1	PWY-7851
MET-SAM-PWY	PWY-7400
METSYN-PWY	PPGPPMET-PWY
PWY-5837	PWY-5918
ARGSYN-PWY	PWY-5898
ECASYN-PWY	PWY-5695
HEXITOLDEGSUPER-PWY	PWY-5189
ARGSYNBSUB-PWY	FAO-PWY
HEME-BIOSYNTHESIS-II	PWY-1269
CARNMET-PWY	PWY-6803
PWY-6282	PWY0-1261
PWY-7345	PWY-7357
PWY-5667	PWY-5675
GLYOXYLATE-BYPASS	PWY-6519
PWY-5989	PWY0-1297
PWY-7115	PWY-7883
PWY-6305	RIBOSYN2-PWY
ECASYN-PWY	POLYISOPRENSYN-PWY
PWY-4041	PWY0-1477
GLUCUROCAT-PWY	PWY-5971
PWY-5384	PWY-7117
P461-PWY	PWY-7220
HEME-BIOSYNTHESIS-II-1	PWY-5860
PWY-4041	PWY-5899
PWY-561	PWY-6823
FUCCAT-PWY	PWY-7357
ARGININE-SYN4-PWY	PWY1ZNC-1
PWY-6969	PWY66-429
DENOVOPURINE2-PWY	PWY-5154
ANAGLYCOLYSIS-PWY	KDO-NAGLIPASYN-PWY
PWY-5347	PWY-6609
KETOGLUCONMET-PWY	PWY0-1338
GLYCOLYSIS	SO4ASSIM-PWY
FUC-RHAMCAT-PWY	PWY0-845
PWY-7409	THRESYN-PWY
PWY-6163	PWY-7315
PWY-6353	PWY0-1298
FAO-PWY	PWY-6608
PWY-6969	SULFATE-CYS-PWY
ARGSYN-PWY	PWY-5913
POLYISOPRENSYN-PWY	PWY-5136
HEMESYN2-PWY	TCA
PWY-7560	PWY0-1337
PWY-5347	PWY-6895
GLUCARDEG-PWY	PWY-7118
PWY-7977	PWY0-1061
PWY-7400	PWY0-781
PWY-5837	SER-GLYSYN-PWY
NONOXIPENT-PWY	P4-PWY
ARG+POLYAMINE-SYN	COA-PWY
PWY-3001	PWY-6749
COMPLETE-ARO-PWY	GLYOXYLATE-BYPASS
GLUCONEO-PWY	PWY-5347
COA-PWY	GALACTARDEG-PWY
BRANCHED-CHAIN-AA-SYN-PWY	PWY-6284
GLYCOLYSIS	PWY-5861
NAGLIPASYN-PWY	PWY-5861
FUC-RHAMCAT-PWY	PWY0-1477
GLYCOLYSIS-E-D	PWY-6163
PWY-5862	PWY-5941
PWY-7118	PWY-7953
PWY0-166	PWY0-301
PWY-2942	PWY-561
GLYCOLYSIS	PWY-7237
FUC-RHAMCAT-PWY	PWY-5899
P441-PWY	PWY0-42
PWY-6277	PWY0-1261
1CMET2-PWY	PWY-6936
PWY-5103	PWY-6969
PWY-5367	SALVADEHYPOX-PWY
PWY-6749	PWY-7357
PWY66-409	SER-GLYSYN-PWY
DENOVOPURINE2-PWY	PWY-5897
PWY-7873	UDPNAGSYN-PWY
PWY-6125	PWY-6608
PWY-5695	PWY-5896
PWY-6969	PWY-7323
POLYAMSYN-PWY	PWY-5855
PWY-6901	PWY-841
PWY-7858	PWY4FS-7
DENOVOPURINE2-PWY	PWY0-1586
PWY-7199	PWY-8187
PRPP-PWY	PWY-7197
PWY-5920	PWY-6282
BIOTIN-BIOSYNTHESIS-PWY	PWY-3001
PWY-6612	PWY-7208
PWY-6168	PWY-I9
COA-PWY-1	PWY0-1337
PWY-1042	PWY-6895
PWY-7229	PWY0-1297
ARGININE-SYN4-PWY	PWY-5850
GLYCOLYSIS-TCA-GLYOX-BYPASS	KDO-NAGLIPASYN-PWY
ORNDEG-PWY	PWY-7858
HEME-BIOSYNTHESIS-II-1	PENTOSE-P-PWY
FUC-RHAMCAT-PWY	PWY-6700
GLUCARGALACTSUPER-PWY	GLUCONEO-PWY
DENOVOPURINE2-PWY	PWY-5384
GLUCARDEG-PWY	UDPNAGSYN-PWY
COBALSYN-PWY	PWY-5723
HOMOSER-METSYN-PWY	PWY-2942
PWY-6124	TCA
GLUCONEO-PWY	P461-PWY
BIOTIN-BIOSYNTHESIS-PWY	PWY-7208
P105-PWY	PWY-6387
HOMOSER-METSYN-PWY	PWY0-1415
GLUTORN-PWY	PWY-7204
POLYAMSYN-PWY	PWY-6608
METHGLYUT-PWY	PWY-7242
KETOGLUCONMET-PWY	PWY4FS-7
PWY-6628	PWY-7208
PWY-5097	PWY-5347
NONMEVIPP-PWY	PWY0-162
KETOGLUCONMET-PWY	PWY0-1319
PPGPPMET-PWY	PWY-5347
P441-PWY	PWY-5918
HEMESYN2-PWY	PWY-6630
PWY-5838	PWY-7242
PWY-5723	PWY-7282
COA-PWY	PWY-5367
PWY-5899	PWY-6121
KETOGLUCONMET-PWY	PWY-7234
PWY-5667	PWY-6901
DTDPRHAMSYN-PWY	PWY-7883
PWY-5367	PWY-6703
GLYCOCAT-PWY	PWY-7221
PWY-7111	TCA-GLYOX-BYPASS
GLYCOL-GLYOXDEG-PWY	HISTSYN-PWY
COA-PWY-1	PHOSLIPSYN-PWY
PWY-5855	PWY-6385
FUC-RHAMCAT-PWY	PWY-6386
ORNDEG-PWY	PWY-7184
ECASYN-PWY	PWY-5838
PWY-6630	PWY0-1415
NONOXIPENT-PWY	PWY0-862
LIPASYN-PWY	PWY-7242
PWY0-1296	PWY1ZNC-1
MET-SAM-PWY	PWY-1861
PWY-7345	TCA-GLYOX-BYPASS
FOLSYN-PWY	PWY-7282
HISTSYN-PWY	PWY-5845
PWY-841	PWY0-1319
COBALSYN-PWY	GLUCONEO-PWY
PWY-6123	PWY66-409
DENOVOPURINE2-PWY	PWY-6125
HEME-BIOSYNTHESIS-II	PWY-5837
FASYN-ELONG-PWY	PWY0-41
PWY-5862	PWY-6901
PWY-7115	PWY0-42
FUCCAT-PWY	TCA-GLYOX-BYPASS
HEME-BIOSYNTHESIS-II-1	PWY-5675
BRANCHED-CHAIN-AA-SYN-PWY	PWY-3001
PWY-I9	PWY0-1479
PWY-6531	PWY0-1415
ARG+POLYAMINE-SYN	BRANCHED-CHAIN-AA-SYN-PWY
PWY-5347	PWY0-1479
P441-PWY	SER-GLYSYN-PWY
FERMENTATION-PWY	PWY-7977
PWY-5989	PWY-6969
PWY-5973	PWY1ZNC-1
PWY-5899	VALSYN-PWY
PWY-3841	PWY-5898
PWY-1861	PWY0-1061
GLYOXYLATE-BYPASS	PWY-5845
PWY-5850	PWY-5973
PENTOSE-P-PWY	PWY0-461
PWY-7977	UDPNAGSYN-PWY
HOMOSER-METSYN-PWY	PWY0-166
PWY-5136	PWY66-429
NAD-BIOSYNTHESIS-II	PWY-4041
NONMEVIPP-PWY	PWY-6961
ANAEROFRUCAT-PWY	PWY-7400
HOMOSER-METSYN-PWY	PWY-6859
PWY-5723	PWY0-1061
PWY-7282	PWY0-1479
GLUCOSE1PMETAB-PWY	PWY-7282
HEME-BIOSYNTHESIS-II-1	PWY-5941
PWY-1861	PWY0-301
COBALSYN-PWY	LIPASYN-PWY
PWY0-1319	PWY0-301
GLYCOGENSYNTH-PWY	METSYN-PWY
FERMENTATION-PWY	PWY0-162
PWY-5136	SULFATE-CYS-PWY
P105-PWY	PWY-8187
1CMET2-PWY	PWY-6749
GLUTORN-PWY	HOMOSER-METSYN-PWY
METHGLYUT-PWY	PWY-7222
CITRULBIO-PWY	PWY-5896
GLCMANNANAUT-PWY	PANTOSYN-PWY
PWY-6527	PWY0-461
PWY-5723	PWY0-301
PWY-702	PWY-7242
MET-SAM-PWY	PWY-2942
PWY0-781	RIBOSYN2-PWY
MET-SAM-PWY	PWY0-1415
COA-PWY	PWY-7873
FOLSYN-PWY	PWY0-1061
PWY-5838	PWY-7222
PWY-6823	PWY-7282
PWY-5189	PWY-7222
PWY-6630	PWY0-166
ECASYN-PWY	PWY-7111
PANTO-PWY	POLYAMSYN-PWY
PWY-5103	PWY-6519
PWY-6859	PWY0-1298
FERMENTATION-PWY	PWY-5981
PWY-6961	PWY0-862
PWY-6519	PWY1ZNC-1
PWY-6749	TCA-GLYOX-BYPASS
FOLSYN-PWY	PWY0-301
DTDPRHAMSYN-PWY	HEXITOLDEGSUPER-PWY
COLANSYN-PWY	PWY-6859
PWY-5898	PWY-7229
PWY-724	PWY0-1338
GLUCARDEG-PWY	PWY-621
PWY-7238	PWY0-41
ASPASN-PWY	NAD-BIOSYNTHESIS-II
CARNMET-PWY	PWY-7345
PWY-7315	PWY-7664
DARABCATK12-PWY	PWY-7953
PWY-6531	PWY0-166
PWY0-1061	PWY0-1297
FERMENTATION-PWY	PWY0-1296
PRPP-PWY	PWY-6936
PWY-6531	PWY-6859
FERMENTATION-PWY	PWY-1042
GLUCOSE1PMETAB-PWY	PWY0-1061
PWY-5154	PWY1ZNC-1
PWY-6901	PWY-7953
DAPLYSINESYN-PWY	PWY-6123
COMPLETE-ARO-PWY	PWY0-41
GALACT-GLUCUROCAT-PWY	GLUCUROCAT-PWY
NONOXIPENT-PWY	PWY-5896
PHOSLIPSYN-PWY	PWY-8073
GLUCARDEG-PWY	PWY-5695
NAGLIPASYN-PWY	PWY-7874
DARABCATK12-PWY	PWY-6630
FERMENTATION-PWY	PWY-6961
CITRULBIO-PWY	PWY1ZNC-1
PWY-6803	PWY0-862
LIPASYN-PWY	PWY-5723
P4-PWY	PWY-6284
PWY-5920	PWY-6284
GLUCARDEG-PWY	POLYISOPRENSYN-PWY
PWY-7222	PWY-7874
PWY-7790	PWY0-781
MET-SAM-PWY	PWY0-166
PWY-6284	PWY-702
PWY-7115	SER-GLYSYN-PWY
PWY-5897	PWY-7357
PWY-5981	PWY-6901
PWY-5347	PWY-6612
NONMEVIPP-PWY	PWY0-1261
HISTSYN-PWY	PRPP-PWY
PWY-6895	PWY-7400
CARNMET-PWY	PYRIDOXSYN-PWY
PWY-6147	PWY0-1338
PWY-7197	PWY-7409
PWY-5659	TCA
PWY-6168	PWY0-41
DARABCATK12-PWY	PWY-6270
HEME-BIOSYNTHESIS-II-1	PWY-6901
PWY-5861	PWY-6936
PWY-6387	PWY0-781
PWY-7663	PWY0-1061
FUCCAT-PWY	PANTO-PWY
HEXITOLDEGSUPER-PWY	PWY-7242
METSYN-PWY	PWY-7357
PWY-5981	PWY-7791
GLYCOGENSYNTH-PWY	GLYOXYLATE-BYPASS
PWY-5971	PWY0-845
GLUCOSE1PMETAB-PWY	PWY-7118
PWY-5896	PWY-7874
PWY-7663	PWY0-301
PWY-7883	THRESYN-PWY
PWY-5913	PWY-6353
FAO-PWY	PWY-7323
PWY-7323	PWY0-1479
COA-PWY-1	ORNDEG-PWY
PWY-5121	PWY-6608
ARGSYNBSUB-PWY	GLUCONEO-PWY
GLUCONEO-PWY	PWY-702
GLUCONEO-PWY	PRPP-PWY
PWY-5845	PWY-7197
GALACT-GLUCUROCAT-PWY	METSYN-PWY
PWY-5154	PWY-5850
PWY-5898	PWY-6803
PWY-5855	PWY-6168
PWY-7220	PWY-7858
FUCCAT-PWY	PWY-6126
PWY-6823	PWY-7118
PWY-6270	PWY-7761
PWY-5861	PWY-5973
PWY-5971	PWY0-1477
PWY0-1261	TCA-GLYOX-BYPASS
PHOSLIPSYN-PWY	PWY0-781
ANAEROFRUCAT-PWY	PWY-1861
FOLSYN-PWY	UDPNAGSYN-PWY
COLANSYN-PWY	PWY-7117
PWY-6961	PWY0-1586
DTDPRHAMSYN-PWY	PWY-5918
PWY-6305	PWY-6353
PWY-6936	PWY-7761
FERMENTATION-PWY	PWY0-1261
DAPLYSINESYN-PWY	PWY-6628
GALACT-GLUCUROCAT-PWY	PWY-5971
PWY-6125	PWY-7323
PWY-6277	TCA
PWY-7184	PWY0-1297
PWY-5367	PWY66-409
PWY-5484	PWY-8187
CARNMET-PWY	PWY-6897
PRPP-PWY	PWY-6749
DAPLYSINESYN-PWY	PWY4FS-8
POLYISOPRENSYN-PWY	PWY-7761
ECASYN-PWY	PWY-6823
P41-PWY	PWY-5121
P4-PWY	PWY-3001
METHGLYUT-PWY	PWY-6531
PWY-5659	PWY-6630
PWY-6151	PWY-6901
GLUCARGALACTSUPER-PWY	P41-PWY
GLUCOSE1PMETAB-PWY	UDPNAGSYN-PWY
PWY-5367	PWY-5855
GALACT-GLUCUROCAT-PWY	PWY-6277
PWY0-1337	TCA-GLYOX-BYPASS
HEXITOLDEGSUPER-PWY	PWY-7222
PWY-1269	PWY0-301
PWY-6147	PWY4FS-7
PWY-5103	PWY-5845
PWY-5838	PWY-6531
P105-PWY	PWY-5862
PWY-6803	PWY0-1586
PWY-5189	PWY-6531
PWY-5097	PWY-702
CITRULBIO-PWY	PWY-5136
GLUCARDEG-PWY	PWY-6147
PWY-6282	PWY-6630
PWY-5347	PWY-7229
PWY-5971	PWY-6700
GALACTITOLCAT-PWY	PWY0-1061
PPGPPMET-PWY	PWY-702
ANAEROFRUCAT-PWY	PWY-2942
ANAEROFRUCAT-PWY	PWY0-1415
P4-PWY	PWY-7208
GLUCARDEG-PWY	PWY-5838
PWY-5920	PWY-7208
PWY-5899	PWY0-1319
POLYAMSYN-PWY	PWY-7323
PWY0-1415	PWY0-781
PWY-4041	PWY0-162
DARABCATK12-PWY	PWY-5989
PWY-621	PWY-6703
GALACTITOLCAT-PWY	PWY0-301
PWY-5899	PWY-6282
COA-PWY	PWY-7858
PWY-5850	PWY0-1297
PWY-5899	PWY-7234
PWY-5918	PWY-702
COMPLETE-ARO-PWY	GALACTARDEG-PWY
PWY-6606	PWY-7400
GLYOXYLATE-BYPASS	TRNA-CHARGING-PWY
PWY-6630	PWY-7315
FUC-RHAMCAT-PWY	PWY-7977
PWY-4041	PWY-5981
PWY-5897	TCA-GLYOX-BYPASS
PWY-5861	PWY-6749
FAO-PWY	PWY-6609
PWY-7242	PWY66-429
PWY-7663	UDPNAGSYN-PWY
CARNMET-PWY	PWY-5667
NAD-BIOSYNTHESIS-II	PWY-6803
PENTOSE-P-PWY	PWY-5367
CALVIN-PWY	PWY-6895
PWY-7220	PWY0-1477
PWY-5723	PWY-621
FAO-PWY	OANTIGEN-PWY
PWY-4041	PWY0-1296
PWY-7242	SULFATE-CYS-PWY
PWY-7761	PWY-8073
FUC-RHAMCAT-PWY	PWY0-162
PWY-7400	PWY0-1298
FAO-PWY	PWY-6895
METSYN-PWY	TCA-GLYOX-BYPASS
PWY-7323	VALSYN-PWY
GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1298
PWY-6353	PWY1ZNC-1
ANAGLYCOLYSIS-PWY	PWY-5981
METHGLYUT-PWY	PWY-7409
COA-PWY	PWY-7184
AST-PWY	PWY0-1479
ANAEROFRUCAT-PWY	PWY0-166
ARO-PWY	PWY0-162
POLYISOPRENSYN-PWY	PWY-7199
PWY-5384	PWY-5973
PWY-5136	PWY-7222
PWY-7345	PWY-8178
FOLSYN-PWY	PWY-621
PWY-4041	PWY-6961
GLUCARDEG-PWY	PWY-7111
PWY-5838	PWY-7409
PWY-6608	PWY-6628
GLYCOCAT-PWY	PWY-6151
FUC-RHAMCAT-PWY	PWY-5981
RHAMCAT-PWY	SO4ASSIM-PWY
COA-PWY	HEME-BIOSYNTHESIS-II-1
PWY-6823	PWY-8004
HEME-BIOSYNTHESIS-II	PWY0-1297
ARG+POLYAMINE-SYN	P41-PWY
ARGSYN-PWY	ECASYN-PWY
GLUTORN-PWY	PWY0-1337
PWY-5138	PWY-6527
MET-SAM-PWY	PWY-7315
PWY-2942	PWY-5896
ARO-PWY	PWY-5981
FOLSYN-PWY	PWY-5695
PWY-7039	TRNA-CHARGING-PWY
COBALSYN-PWY	GALACT-GLUCUROCAT-PWY
FUC-RHAMCAT-PWY	PWY-1042
PWY-6125	PWY-6895
PWY-6123	PWY-7323
PWY-6895	PWY0-1415
GLUCOSE1PMETAB-PWY	PWY-621
ORNDEG-PWY	PWY-5484
