"OTU","SRR5946989","SRR5983265","SRR5946777","SRR5946822","SRR5946857","SRR5946780","ERR209782","SRR5936213","SRR5947045","SRR5947812","SRR5983436","SRR5947076","ERR209720","ERR209740","SRR5983300","SRR5946696","SRR5936030","SRR5936048","SRR5935827","SRR5947821","ERR210563","SRR5935816","SRR5946609","SRR5946907","SRR5936139","ERR209697","ERR209434","SRR5947063","SRR5946662","SRR5935971","SRR5936081","SRR5936118","SRR5936204","SRR5935805","SRR5946749","SRR5983329","SRR5935976","SRR5935871","ERR209175","SRR5935893","SRR5946674","SRR5946714","SRR5946826","SRR5947004","SRR5983346","SRR5935984","SRR5935888","SRR5935866","SRR5935850","SRR5935963","SRR5946730","SRR5946828","SRR5947003","SRR5946754","SRR5946711","ERR209187","SRR5947813","SRR5946752","SRR5936041","SRR5983379","ERR209376","SRR5946996","SRR5946708","SRR5946733","SRR5946966","SRR5983268","SRR5935920","ERR210531","SRR5946985","ERR209745","ERR210591","SRR5935770","SRR5983276","SRR5947029","SRR5936191","SRR5983418","SRR5946704","SRR5946862","SRR5935975","SRR5935848","ERR209433","SRR5946867","SRR5983450","ERR209811","SRR5946921","SRR5946723","SRR5946740","SRR5936117","SRR5946973","SRR5946927","SRR5946930","ERR209725","SRR5947101","SRR5946876","SRR5935899","SRR5946659","SRR5946747","SRR5946911","ERR209378","ERR210092","SRR5946644","SRR5983331","SRR5983480","SRR5936212","SRR5946937","ERR209953","SRR5983428","ERR209653","SRR5946968","SRR5947069","SRR5947102","SRR5946942","ERR209336","ERR210367","ERR209432","ERR209854","ERR209431","SRR5936138","SRR5983412","SRR5936200","SRR5946702","SRR5946624","SRR5946619","SRR5983270","SRR5935768","ERR209339","SRR5936079","SRR5936192","ERR210366","ERR209667","SRR5935812","SRR5946954","SRR5946630","SRR5935813","SRR5946684","SRR5935769","ERR209746","SRR5936219","SRR5947024","SRR5946664","ERR209085","SRR5935793","SRR5936201","SRR5983315","SRR5947032","SRR5947851","SRR5983271","SRR5946774","SRR5935929","SRR5946779","SRR5983357","ERR210255","ERR209247","SRR5935981","SRR5935831","SRR5936105","SRR5983401","SRR5946933","ERR209164","SRR5946847","SRR5946800","SRR5936146","ERR209707","SRR5936038","SRR5946612","SRR5947060","ERR209440","SRR5946874","ERR209710","SRR5946963","SRR5936136","SRR5947041","ERR209674","SRR5935995","SRR5983354","SRR5935966","SRR5946673","SRR5983437","SRR5935833","SRR5935772","ERR210526","SRR5936096","SRR5936126","SRR5946735","SRR5983299","SRR5936207","SRR5946947","ERR210558","SRR5935936","SRR5935832","SRR5936128","SRR5936229","SRR5983400","SRR5936115","SRR5946666","SRR5946815","ERR209716","SRR5946844","SRR5946755","SRR5946725","SRR5946762","SRR5947090","SRR5947028","SRR5936058","SRR5935892","ERR210594","SRR5936160","ERR210495","SRR5936098","ERR209088","SRR5935865","ERR209701","SRR5935851","SRR5946670","SRR5947040","SRR5935876","ERR210549","SRR5935924","ERR209298","ERR209375","SRR5936065","SRR5946632","SRR5946974","ERR209070","SRR5946617","SRR5935996","SRR5935740","SRR5935798","SRR5947022","ERR209310","SRR5936188","SRR5946787","SRR5983360","SRR5946987","ERR209696","SRR5936173","SRR5935764","SRR5936222","SRR5946645","ERR209813","ERR209679","SRR5936020","ERR209096","SRR5946746","SRR5946701","SRR5946962","SRR5946689","ERR210202","SRR5946652","SRR5935773","SRR5946955","SRR5983386","SRR5946751","ERR209405","SRR5946713","SRR5983325","SRR5946967","SRR5947094","SRR5935817","SRR5946920","SRR5936035","SRR5935891","SRR5946881","SRR5947044","SRR5935958","SRR5936016","SRR5947049","SRR5946981","ERR209891","SRR5935771","ERR209700","SRR5946791","SRR5936167","SRR5936044","SRR5935915","SRR5983391","ERR210598","SRR5983335","ERR209936","SRR5936223","SRR5983380","ERR210422","SRR5935794","SRR5946640","SRR5946863","SRR5946808","SRR5936097","SRR5983333","SRR5935777","SRR5983405","SRR5936025","ERR209163","ERR209082","ERR209749","SRR5983459","SRR5936095","SRR5935820","SRR5936111","ERR209487","ERR209118","SRR5947008","SRR5935916","SRR5936056","SRR5947080","SRR5946651","SRR5946737","SRR5946866","ERR209846","SRR5935789","ERR209160","SRR5946829","SRR5936071","ERR209731","SRR5936062","ERR209246","SRR5983326","ERR209520","SRR5946707","SRR5935898","SRR5983406","SRR5946731","SRR5946995","SRR5935774","ERR209266","SRR5946988","SRR5936141","SRR5983372","SRR5983470","SRR5936076","SRR5947104","SRR5983422","ERR210098","SRR5946894","ERR209083","SRR5947070","SRR5947007","SRR5946672","SRR5983481","ERR209693","SRR5947010","SRR5935841","SRR5946716","SRR5983393","ERR210519","SRR5946946","SRR5935784","SRR5936218","SRR5935923","SRR5946712","ERR209379","SRR5936208","SRR5983479","SRR5936197","ERR209225","SRR5947048","SRR5936043","ERR209439","SRR5935808","SRR5947042","SRR5946790","SRR5946685","SRR5946915","SRR5947834","ERR209671","SRR5947027","SRR5946931","ERR209470","ERR209415","ERR209371","SRR5983317","SRR5947072","ERR209810","ERR209726","SRR5946861","SRR5947019","ERR210592","ERR210091","SRR5936112","SRR5946757","ERR210263","SRR5947000","SRR5947057","SRR5946845","ERR209448","SRR5935894","ERR209692","SRR5936031","SRR5946943","SRR5935904","ERR209343","ERR209354","ERR209812","SRR5935875","SRR5936198","SRR5935931","SRR5946623","SRR5946935","ERR210568","SRR5935765","SRR5936186","SRR5935810","SRR5935912","SRR5947831","SRR5936104","SRR5946870","ERR210220","SRR5946776","SRR5936168","SRR5946650","SRR5946627","ERR209380","SRR5983327","SRR5935795","SRR5936052","SRR5936156","SRR5947077","SRR5947869","SRR5935802","SRR5983279","SRR5946880","SRR5935849","SRR5983472","SRR5935749","SRR5947031","SRR5983446","ERR209162","SRR5946817","SRR5946969","SRR5936190","SRR5946853","SRR5936114","ERR209711","SRR5946681","SRR5946971","SRR5935825","SRR5947001","SRR5946834","ERR209072","SRR5935965","SRR5935938","ERR209071","SRR5935941","SRR5936014","ERR209648","SRR5946993","ERR209296","SRR5935903","SRR5947052","SRR5935997","ERR209084","SRR5946657","SRR5946992","SRR5983284","ERR209685","SRR5946891","SRR5983434","SRR5947085","SRR5946628","SRR5935767","SRR5946958","SRR5935760","SRR5946772","SRR5983469","ERR209226","SRR5946620","SRR5946864","SRR5946868","SRR5936037","SRR5983355","SRR5946748","SRR5946760","SRR5935889","SRR5936100","SRR5935823","SRR5935897","SRR5946846","ERR209441","SRR5936019","SRR5936231","ERR209722","ERR209300","SRR5946883","SRR5946788","SRR5983376","ERR210569","ERR209373","SRR5946905","SRR5935968","SRR5983291","ERR209299","ERR210695","SRR5936199","SRR5935778","ERR209799","SRR5946851","SRR5947036","SRR5947053","SRR5935792","SRR5946821","ERR209248","SRR5946924","SRR5946892","SRR5946671","SRR5983367","ERR209684","SRR5936132","SRR5946909","SRR5936195","SRR5935781","SRR5983462","SRR5983403","SRR5983384","SRR5983272","ERR209069","SRR5947832","ERR210536","SRR5946675","SRR5946952","ERR209286","SRR5947836","SRR5947815","SRR5946625","SRR5947081","SRR5946799","SRR5946608","SRR5983277","ERR209521","ERR209706","SRR5935743","SRR5947056","ERR209404","SRR5947846","SRR5946959","SRR5947012","ERR210601","SRR5936159","SRR5935985","SRR5946873","SRR5947017","ERR209764","SRR5946923","SRR5983475","SRR5946940","SRR5946682","SRR5947025","ERR209287","SRR5983275","SRR5946831","SRR5935905","SRR5946961","SRR5935788","SRR5947838","ERR209442","SRR5946825","SRR5983301","SRR5983377","SRR5946912","SRR5947879","SRR5946677","ERR209732","SRR5936196","ERR210545","SRR5935900","ERR210578","SRR5946660","SRR5935970","SRR5983294","SRR5947079","SRR5983476","SRR5983408","SRR5935843","SRR5936077","SRR5936124","SRR5936130","SRR5946758","SRR5935989","SRR5946818","SRR5936129","SRR5936143","SRR5946895","SRR5946797","SRR5983411","SRR5935780","SRR5935953","SRR5936092","ERR209748","SRR5935797","SRR5946686","SRR5935752","SRR5983297","SRR5947843","SRR5936099","ERR210523","SRR5983282","ERR209223","SRR5936084","SRR5947097","SRR5935811","SRR5946889","ERR210559","SRR5983264","ERR210283","SRR5936013","SRR5947830","ERR209403","SRR5947050","ERR209519","SRR5935745","SRR5946648","SRR5946925","ERR209694","SRR5946668","ERR209312"
"g__Absiella.s__Absiella_dolichum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Acetobacter.s__Acetobacter_sp_CAG_267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300052341,0,0,0,0,0,0.00289000706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424164033,0,0.0132608394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118369163,0,0,0,0,0,0,0,0,0,0.0079260671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154486646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390470051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156319048,0.0030391028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099472936,0,0,0,0,0,0,0,0,0,0,0,0.0167001829,0,0,0,0,0,0,0.00445451887,0,0,0,0,0,0,0,0.00026209473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154764089,0,0,0,0,0,0,0,0,0,0,0,0,0.00405308583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032169254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107344706,0,0,0.0085160968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265924183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422697513,0.0020503006,0.0258656913,0,0,0,0,0,0,0,0,0.0276658797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014521989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Acetobacter.s__Acetobacter_sp_CAG_977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316229919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Acholeplasma.s__Acholeplasma_sp_CAG_878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093390375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102325488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099235442,0,0,0,0,0,0,0,0
"g__Acidaminococcus.s__Acidaminococcus_intestini",0,0,0,0.0280628513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221798254,0.00960852851,0,0,0,0,0,0,0,0,0,0.00222455439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044844232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00833394274,0,0,0,0,0,0,0,0,0,0,0.00788759614,0,0,0,0,0,0.00068378997,0.01029873044,0,0,0,0,0,0,0,0.0735672667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00732170603,0,0.00930629745,0,0,0,0,0,0.0084871503,0,0,0,0,0,0,0,0,0,0,0.00366818311,0,0,0.00795458197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146768077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574773766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337153968,0,0.0226636252,0,0,0,0,0,0,0,0,0.00932041837,0,0,0.00500873992,0,0,0,0,0,0.00341241334,0,0,0,0,0,0.00128673544,0,0,0,0,0,0,0,0.0413256812,0,0,0,0,0,0,0,0,0.0158020227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105935183,0,0,0,0,0,0,0,0,0,0,0,0.00578167977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248778982,0,0,0,0,0,0,0,0,0,0,0.0245637969,0,0,0,0,0,0.0174244888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440828218,0.0152786565,0,0.01014437168,0,0,0,0,0,0,0,0,0,0,0,0,0.00616120433,0,0,0.0018281498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394946727,0,0,0,0.00482274968,0,0,0,0,0,0.00483951893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482981259,0,0,0,0,0.00317670068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264608664,0,0,0,0.00207407602,0,0,0,0,0,0,0,0,0,0,0.00288084505,0,0,0,0,0,0,0,0,0,0,0,0.00472880803,0.0110183912,0,0,0,0,0,0,0,0,0,0,0.0352116866,0,0,0.00862346517,0,0,0,0,0,0,0,0,0,0,0,0.00577252416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268398768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159138736,0,0,0,0,0,0,0,0,0.00332586789,0,0,0,0,0,0,0,0,0.00192930336,0.00280403623,0.0229405054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Acinetobacter.s__Acinetobacter_idrijaensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000972741896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Acinetobacter.s__Acinetobacter_lwoffii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170804817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
